,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
104,165.25,14.505269206998044,-47.69263359944402,14.885699719644606,14.50863028367999,52.99137802864845,47.0,191.59304084720122,218.0
105,20.0,5.046265044040321,-49.99346337872735,7.828413594234711,4.599015176926599,20.3817279836453,66.0,164.075,215.0
106,82.5,10.249012754438885,12.595287215198669,12.414331103524043,8.675778922353857,36.884776310850235,2.0,185.3151515151515,217.0
107,32.0,6.383076486422923,54.910253098619016,10.032257380668014,4.215050847250501,24.67766952966369,74.0,193.1953125,221.0
108,77.75,9.949591680222808,1.6534270908467663,14.25650367523011,7.677549100379719,43.04163056034262,2.0,183.2668810289389,221.0
109,143.0,13.493452297211721,15.586706109897175,14.591532153598012,13.190460497723107,49.33452377915607,60.0,193.1765734265734,224.0
110,10.75,3.6996385101659595,-20.38029591536747,4.218893593630638,3.3740597494468094,11.846194077712557,79.0,188.97674418604652,218.0
111,85.0,10.403141895720198,28.592455255346415,13.655930039822303,8.439547106943367,40.28122292025696,40.0,194.93823529411765,227.0
112,30.25,6.206085419025319,26.097208043357668,7.276257811376719,5.472696783198782,22.020815280171306,59.0,185.5785123966942,219.0
113,99.75,11.269678104867614,76.62715497261942,14.374980372968476,9.141980351926101,40.87005768508881,53.0,197.671679197995,224.0
114,14.5,4.296739856991561,-88.86077711441287,5.523948949751971,3.4076426497794516,14.363961030678928,98.0,192.32758620689654,222.0
115,80.5,10.124020118074668,-88.13194751233036,12.701002791629488,8.394654435017262,38.798989873223334,67.0,189.83229813664596,216.0
116,144.25,13.552298857686367,60.15100191092225,15.969258847978441,11.855547551902443,50.30203820042827,67.0,194.4107452339688,224.0
117,31.25,6.3078313050504,-24.14143819473521,8.317464974165569,4.950565261011002,22.038582233137674,65.0,185.496,215.0
118,93.0,10.881694613449236,-22.433751463208413,13.406406379771303,8.996594978769178,37.92031021678298,88.0,196.3279569892473,220.0
119,242.0,17.55346033766304,-64.54956864456706,20.15825235386628,15.8194518780266,68.2193000900063,55.0,196.8181818181818,221.0
120,112.5,11.968268412042981,-72.82766508702633,14.96453846727062,9.99442070615907,47.05634918610404,30.0,196.95333333333335,224.0
121,148.5,13.750493532712623,-83.45918332567608,17.551806604896232,11.314151236354832,54.7842712474619,47.0,192.8956228956229,224.0
122,89.0,10.645107772184812,-1.4738325024062606,12.901480409811413,9.24667789357186,38.902543263816604,55.0,190.29775280898878,218.0
123,56.5,8.481629223064205,47.33072839573161,9.46670570394125,8.17612510208475,30.435028842544405,56.0,183.7920353982301,216.0
124,107.0,11.67204486311899,-10.834849938606837,14.824256658837383,9.326980852303196,41.798989873223334,68.0,194.60981308411215,222.0
125,105.5,11.589942707777277,63.975162592253746,14.002023856249505,10.145876660280805,44.04163056034261,55.0,194.6872037914692,220.0
126,62.25,8.902761462589227,30.419285816080066,9.661811353615098,8.382057714944928,30.798989873223327,73.0,191.89156626506025,223.0
127,18.5,4.853342309955121,31.87754154901666,7.367401324252047,3.335795796058942,16.985281374238568,62.0,185.16216216216216,222.0
128,17.75,4.753945931439391,24.169167238801474,5.310271129078064,4.606838463299068,16.81370849898476,57.0,183.61971830985917,218.0
129,180.25,15.149304536463484,42.85118804493025,16.709632227548447,14.03654165163767,55.941125496954285,38.0,196.62135922330097,222.0
130,58.0,8.593479713983122,47.40397572467887,10.314047748749122,7.574596123390365,32.867009357883866,24.0,183.55172413793105,214.0
